abnormal_x_arm,abnormal_y_arm,abnormal_z_arm,abnormal_norm_arm,abnormal_x_neck,abnormal_y_neck,abnormal_z_neck,abnormal_norm_neck,abnormal_x_waist,abnormal_y_waist,abnormal_z_waist,abnormal_norm_waist,abnormal_PWR,abnormal_HR,x_mean_arm,y_mean_arm,z_mean_arm,norm_arm,x_mean_neck,y_mean_neck,z_mean_neck,norm_neck,x_mean_neck.1,y_mean_neck.1,z_mean_neck.1,norm_neck.1,PWR,HR,x_mean_arm_1,y_mean_arm_1,z_mean_arm_1,norm_arm_1,x_mean_neck_1,y_mean_neck_1,z_mean_neck_1,norm_neck_1,x_mean_neck_1,y_mean_neck_1,z_mean_neck_1,norm_neck_1,PWR_1,HR_1,x_mean_arm_2,y_mean_arm_2,z_mean_arm_2,norm_arm_2,x_mean_neck_2,y_mean_neck_2,z_mean_neck_2,norm_neck_2,x_mean_neck_2,y_mean_neck_2,z_mean_neck_2,norm_neck_2,PWR_2,HR_2,x_mean_arm_3,y_mean_arm_3,z_mean_arm_3,norm_arm_3,x_mean_neck_3,y_mean_neck_3,z_mean_neck_3,norm_neck_3,x_mean_neck_3,y_mean_neck_3,z_mean_neck_3,norm_neck_3,PWR_3,HR_3,x_mean_arm_4,y_mean_arm_4,z_mean_arm_4,norm_arm_4,x_mean_neck_4,y_mean_neck_4,z_mean_neck_4,norm_neck_4,x_mean_neck_4,y_mean_neck_4,z_mean_neck_4,norm_neck_4,PWR_4,HR_4,x_mean_arm_5,y_mean_arm_5,z_mean_arm_5,norm_arm_5,x_mean_neck_5,y_mean_neck_5,z_mean_neck_5,norm_neck_5,x_mean_neck_5,y_mean_neck_5,z_mean_neck_5,norm_neck_5,PWR_5,HR_5,x_mean_arm_6,y_mean_arm_6,z_mean_arm_6,norm_arm_6,x_mean_neck_6,y_mean_neck_6,z_mean_neck_6,norm_neck_6,x_mean_neck_6,y_mean_neck_6,z_mean_neck_6,norm_neck_6,PWR_6,HR_6,label
8.31E-06,2.77E-05,1.70E-05,2.77E-06,3.26E-06,0.000202863,1.53E-05,1.97E-06,2.60E-06,5.47E-05,0.000453659,7.02E-07,0.000435219,0.000673604,-69.4,-34.2,60.4,98.15375693,84.2,-11.8,38.2,93.21008529,90.8,-20.8,33.2,98.89145565,225460,64.95059226,-0.2,0,0.2,0.26453405,0.2,0.2,-0.4,-0.00729563,1.6,-0.4,-3.4,0.48278649,81,-1.56576982,0,0,0.6,0.37035179,0.4,0.8,-0.6,0.02038183,1.6,-0.4,-3.2,0.54294484,22731,-0.45529677,-0.2,0,0.6,0.51133315,0.2,1,-0.2,-0.02210323,0,-0.2,-0.4,-0.09125322,26360,-3.48162819,-0.2,0,-0.2,0.01874431,0.2,-0.2,-0.2,0.12458137,2,0.6,-3.8,0.52805954,23539,-1.96794628,-0.2,0.4,0.4,0.24969829,0.4,0.4,0.2,0.39376078,1.6,-0.4,-3,0.60346884,3376,-2.56246846,0,0,0,0,0,0,-0.6,-0.24428513,0.8,0.4,-1.2,0.25853174,22921,-2.82005697,2
7.84E-06,2.70E-05,1.71E-05,2.86E-06,3.29E-06,0.000194408,1.39E-05,1.95E-06,2.58E-06,5.52E-05,0.000442025,6.98E-07,0.000424881,0.000696566,-69.4,-34.6,61,98.66367113,83.8,-11.6,36.6,92.17678667,92.6,-21.6,29.8,99.64617404,217355,64.74097935,0,0.4,-0.6,-0.5099142,0.4,-0.2,1.6,1.03329862,-1.8,0.8,3.4,-0.75471839,8105,0.20961291,-0.2,0.4,-0.4,-0.24538015,0.6,0,1.2,1.02600299,-0.2,0.4,0,-0.2719319,8186,-1.35615691,0,0.4,0,-0.13956241,0.8,0.6,1,1.05368045,-0.2,0.4,0.2,-0.21177355,30836,-0.24568386,-0.2,0.4,0,0.00141895,0.6,0.8,1.4,1.01119539,-1.8,0.6,3,-0.84597161,34465,-3.27201528,-0.2,0.4,-0.8,-0.49116989,0.6,-0.4,1.4,1.15787999,0.2,1.4,-0.4,-0.22665885,31644,-1.75833337,-0.2,0.8,-0.2,-0.26021591,0.8,0.2,1.8,1.4270594,-0.2,0.4,0.4,-0.15124955,11481,-2.35285555,2
7.55E-06,2.75E-05,1.76E-05,2.89E-06,3.30E-06,0.000180407,1.48E-05,1.99E-06,2.55E-06,5.52E-05,0.000427545,6.58E-07,0.000414881,0.000706751,-70,-34.4,61,99.01696824,84.6,-11.4,37.6,93.27850771,92.6,-21.6,29.8,99.64617404,239463,62.54367584,0.6,-0.2,0,-0.35329711,-0.8,-0.2,-1,-1.10172104,0,0,0,0,-22108,2.19730351,0.6,0.2,-0.6,-0.86321131,-0.4,-0.4,0.6,-0.06842242,-1.8,0.8,3.4,-0.75471839,-14003,2.40691642,0.4,0.2,-0.4,-0.59867726,-0.2,-0.2,0.2,-0.07571805,-0.2,0.4,0,-0.2719319,-13922,0.8411466,0.6,0.2,0,-0.49285952,0,0.4,0,-0.04804059,-0.2,0.4,0.2,-0.21177355,8728,1.95161965,0.4,0.2,0,-0.35187816,-0.2,0.6,0.4,-0.09052565,-1.8,0.6,3,-0.84597161,12357,-1.07471177,0.4,0.2,-0.8,-0.844467,-0.2,-0.6,0.4,0.05615895,0.2,1.4,-0.4,-0.22665885,9536,0.43897014,2
7.26E-06,2.59E-05,1.85E-05,2.78E-06,3.30E-06,0.000160766,1.54E-05,2.06E-06,2.51E-06,5.48E-05,0.000427464,5.53E-07,0.000398382,0.000711126,-70,-34.2,60.8,98.82449089,84.8,-11.4,38.6,93.86671402,91,-20,31.6,98.38475492,199338,64.15391785,0,-0.2,0.2,0.19247735,-0.2,0,-1,-0.58820631,1.6,-1.6,-1.8,1.26141912,40125,-1.61024201,0.6,-0.4,0.2,-0.16081976,-1,-0.2,-2,-1.68992735,1.6,-1.6,-1.8,1.26141912,18017,0.5870615,0.6,0,-0.4,-0.67073396,-0.6,-0.4,-0.4,-0.65662873,-0.2,-0.8,1.6,0.50670073,26122,0.79667441,0.4,0,-0.2,-0.40619991,-0.4,-0.2,-0.8,-0.66392436,1.4,-1.2,-1.8,0.98948722,26203,-0.76909541,0.6,0,0.2,-0.30038217,-0.2,0.4,-1,-0.6362469,1.4,-1.2,-1.6,1.04964557,48853,0.34137764,0.4,0,0.2,-0.15940081,-0.4,0.6,-0.6,-0.67873196,-0.2,-1,1.2,0.41544751,52482,-2.68495378,2
7.05E-06,2.31E-05,1.82E-05,2.59E-06,3.32E-06,0.000125764,1.53E-05,2.08E-06,2.62E-06,5.61E-05,0.000430555,4.89E-07,0.000399543,0.00071098,-69.2,-34.6,60.2,98.02979139,84.2,-11,37.8,92.94880311,92,-21.8,29.6,99.07270058,225404,63.95731723,-0.8,0.4,0.6,0.7946995,0.6,-0.4,0.8,0.91791091,-1,1.8,2,-0.68794566,-26066,0.19660062,-0.8,0.2,0.8,0.98717685,0.4,-0.4,-0.2,0.3297046,0.6,0.2,0.2,0.57347346,14059,-1.41364139,-0.2,0,0.8,0.63387974,-0.4,-0.6,-1.2,-0.77201644,0.6,0.2,0.2,0.57347346,-8049,0.78366212,-0.2,0.4,0.2,0.12396554,0,-0.8,0.4,0.26128218,-1.2,1,3.6,-0.18124493,56,0.99327503,-0.4,0.4,0.4,0.38849959,0.2,-0.6,0,0.25398655,0.4,0.6,0.2,0.30154156,137,-0.57249479,-0.2,0.4,0.8,0.49431733,0.4,0,-0.2,0.28166401,0.4,0.6,0.4,0.36169991,22787,0.53797826,2
6.74E-06,2.12E-05,1.73E-05,2.38E-06,3.28E-06,9.76E-05,1.54E-05,2.05E-06,2.62E-06,5.58E-05,0.000428614,4.83E-07,0.000440179,0.000709511,-69.2,-34.4,60.8,98.32924285,84,-11,38,92.84934033,92.6,-21.4,29.4,99.48406908,282098,66.48275829,0,-0.2,-0.6,-0.29945146,0.2,0,-0.2,0.09946278,-0.6,-0.4,0.2,-0.4113685,-56694,-2.52544106,-0.8,0.2,0,0.49524804,0.8,-0.4,0.6,1.01737369,-1.6,1.4,2.2,-1.09931416,-82760,-2.32884044,-0.8,0,0.2,0.68772539,0.6,-0.4,-0.4,0.42916738,0,-0.2,0.4,0.16210496,-42635,-3.93908245,-0.2,-0.2,0.2,0.33442828,-0.2,-0.6,-1.4,-0.67255366,0,-0.2,0.4,0.16210496,-64743,-1.74177894,-0.2,0.2,-0.4,-0.17548592,0.2,-0.8,0.2,0.36074496,-1.8,0.6,3.8,-0.59261343,-56638,-1.53216603,-0.4,0.2,-0.2,0.08904813,0.4,-0.6,-0.2,0.35344933,-0.2,0.2,0.4,-0.10982694,-56557,-3.09793585,2
6.44E-06,1.92E-05,1.74E-05,2.26E-06,3.30E-06,9.08E-05,1.56E-05,2.01E-06,2.64E-06,5.48E-05,0.000429623,4.78E-07,0.000472153,0.000710026,-69.2,-34,61.2,98.43820397,84,-11.4,37.6,92.73467528,91.8,-20.8,32.2,99.48225973,230659,66.34795064,0,-0.4,-0.4,-0.10896112,0,0.4,0.4,0.11466505,0.8,-0.6,-2.8,0.00180935,51439,0.13480765,0,-0.6,-1,-0.40841258,0.2,0.4,0.2,0.21412783,0.2,-1,-2.6,-0.40955915,-5255,-2.39063341,-0.8,-0.2,-0.4,0.38628692,0.8,0,1,1.13203874,-0.8,0.8,-0.6,-1.09750481,-31321,-2.19403279,-0.8,-0.4,-0.2,0.57876427,0.6,0,0,0.54383243,0.8,-0.8,-2.4,0.16391431,8804,-3.8042748,-0.2,-0.6,-0.2,0.22546716,-0.2,-0.2,-1,-0.55788861,0.8,-0.8,-2.4,0.16391431,-13304,-1.60697129,-0.2,-0.2,-0.8,-0.28444704,0.2,-0.4,0.6,0.47541001,-1,0,1,-0.59080408,-5199,-1.39735838,2
6.11E-06,1.84E-05,1.74E-05,2.16E-06,3.29E-06,8.51E-05,1.65E-05,2.11E-06,2.74E-06,5.43E-05,0.000431755,4.87E-07,0.000491394,0.000713791,-69.4,-33.8,61,98.38597461,84,-12,37.8,92.89154967,92.4,-21,28.4,98.92077638,233360,69.57847693,0.2,-0.2,0.2,0.05222936,0,0.6,-0.2,-0.15687439,-0.6,0.2,3.8,0.56148335,-2701,-3.23052629,0.2,-0.6,-0.2,-0.05673176,0,1,0.2,-0.04220934,0.2,-0.4,1,0.5632927,48738,-3.09571864,0.2,-0.8,-0.8,-0.35618322,0.2,1,0,0.05725344,-0.4,-0.8,1.2,0.1519242,-7956,-5.6211597,-0.6,-0.4,-0.2,0.43851628,0.8,0.6,0.8,0.97516435,-1.4,1,3.2,-0.53602146,-34022,-5.42455908,-0.6,-0.6,0,0.63099363,0.6,0.6,-0.2,0.38695804,0.2,-0.6,1.4,0.72539766,6103,-7.03480109,0,-0.8,0,0.27769652,-0.2,0.4,-1.2,-0.714763,0.2,-0.6,1.4,0.72539766,-16005,-4.83749758,2
5.91E-06,1.71E-05,1.78E-05,2.13E-06,3.28E-06,8.34E-05,1.75E-05,2.21E-06,2.70E-06,5.39E-05,0.00043073,4.83E-07,0.000531101,0.000729381,-69.2,-35,61,98.66427925,83.8,-11.2,38.4,92.85709451,92.6,-21,32,100.1986028,222699,68.66877419,-0.2,1.2,0,-0.27830464,0.2,-0.8,-0.6,0.03445516,-0.2,0,-3.6,-1.27782642,10661,0.90970274,0,1,0.2,-0.22607528,0.2,-0.2,-0.8,-0.12241923,-0.8,0.2,0.2,-0.71634307,7960,-2.32082355,0,0.6,-0.2,-0.3350364,0.2,0.2,-0.4,-0.00775418,0,-0.4,-2.6,-0.71453372,59399,-2.1860159,0,0.4,-0.8,-0.63448786,0.4,0.2,-0.6,0.0917086,-0.6,-0.8,-2.4,-1.12590222,2705,-4.71145696,-0.8,0.8,-0.2,0.16021164,1,-0.2,0.2,1.00961951,-1.6,1,-0.4,-1.81384788,-23361,-4.51485634,-0.8,0.6,0,0.35268899,0.8,-0.2,-0.8,0.4214132,0,-0.6,-2.2,-0.55242876,16764,-6.12509835,2
5.47E-06,1.66E-05,1.79E-05,1.93E-06,3.30E-06,8.25E-05,1.80E-05,2.30E-06,2.66E-06,5.28E-05,0.000420836,4.79E-07,0.00068066,0.000750151,-69,-34.2,61,98.24276055,84.4,-11.4,39.2,93.75478654,91.4,-20.6,32,99.00666644,268914,68.06646191,-0.2,-0.8,0,0.4215187,-0.6,0.2,-0.8,-0.89769203,1.2,-0.4,0,1.19193636,-46215,0.60231228,-0.4,0.4,0,0.14321406,-0.4,-0.6,-1.4,-0.86323687,1,-0.4,-3.6,-0.08589006,-35554,1.51201502,-0.2,0.2,0.2,0.19544342,-0.4,0,-1.6,-1.02011126,0.4,-0.2,0.2,0.47559329,-38255,-1.71851127,-0.2,-0.2,-0.2,0.0864823,-0.4,0.4,-1.2,-0.90544621,1.2,-0.8,-2.6,0.47740264,13184,-1.58370362,-0.2,-0.4,-0.8,-0.21296916,-0.2,0.4,-1.4,-0.80598343,0.6,-1.2,-2.4,0.06603414,-43510,-4.10914468,-1,0,-0.2,0.58173034,0.4,0,-0.6,0.11192748,-0.4,0.6,-0.4,-0.62191152,-69576,-3.91254406,2
5.23E-06,1.65E-05,1.72E-05,1.72E-06,3.33E-06,8.22E-05,1.80E-05,2.38E-06,2.55E-06,5.10E-05,0.000400388,4.68E-07,0.000737626,0.000780313,-69,-34.4,61,98.31256278,84.4,-11.4,37.8,93.17810902,93.2,-21.6,28.8,99.91116054,224707,68.13286768,0,0.2,0,-0.06980223,0,0,1.4,0.57667752,-1.8,1,3.2,-0.9044941,44207,-0.06640577,-0.2,-0.6,0,0.35171647,-0.6,0.2,0.6,-0.32101451,-0.6,0.6,3.2,0.28744226,-2008,0.53590651,-0.4,0.6,0,0.07341183,-0.4,-0.6,0,-0.28655935,-0.8,0.6,-0.4,-0.99038416,8653,1.44560925,-0.2,0.4,0.2,0.12564119,-0.4,0,-0.2,-0.44343374,-1.4,0.8,3.4,-0.42890081,5952,-1.78491704,-0.2,0,-0.2,0.01668007,-0.4,0.4,0.2,-0.32876869,-0.6,0.2,0.6,-0.42709146,57391,-1.65010939,-0.2,-0.2,-0.8,-0.28277139,-0.2,0.4,0,-0.22930591,-1.2,-0.2,0.8,-0.83845996,697,-4.17555045,2
5.09E-06,1.63E-05,1.60E-05,1.47E-06,3.36E-06,8.05E-05,1.83E-05,2.43E-06,2.57E-06,4.72E-05,0.000374923,4.71E-07,0.000779602,0.00081621,-69.6,-34,60.4,98.22586217,84.4,-12.2,38,93.36059126,91.8,-21.4,30.4,99.04221322,219726,65.94395981,0.6,-0.4,0.6,0.08670061,0,0.8,-0.2,-0.18248224,1.4,-0.2,-1.6,0.86894732,4981,2.18890787,0.6,-0.2,0.6,0.01689838,0,0.8,1.2,0.39419528,-0.4,0.8,1.6,-0.03554678,49188,2.1225021,0.4,-1,0.6,0.43841708,-0.6,1,0.4,-0.50349675,0.8,0.4,1.6,1.15638958,2973,2.72481438,0.2,0.2,0.6,0.16011244,-0.4,0.2,-0.2,-0.46904159,0.6,0.4,-2,-0.12143684,13634,3.63451712,0.4,0,0.8,0.2123418,-0.4,0.8,-0.4,-0.62591598,0,0.6,1.8,0.44004651,10933,0.40399083,0.4,-0.4,0.4,0.10338068,-0.4,1.2,0,-0.51125093,0.8,0,-1,0.44185586,62372,0.53879848,1
4.88E-06,1.47E-05,1.53E-05,1.30E-06,3.29E-06,8.18E-05,1.85E-05,2.36E-06,2.60E-06,4.32E-05,0.000351867,4.47E-07,0.000814356,0.000865181,-69.8,-34,61.4,98.98484733,84.8,-12.2,38,93.72235592,91.4,-21.4,31.2,98.92097856,282487,65.98163077,0.2,0,-1,-0.75898516,-0.4,0,0,-0.36176466,0.4,0,-0.8,0.12123466,-62761,-0.03767096,0.8,-0.4,-0.4,-0.67228455,-0.4,0.8,-0.2,-0.5442469,1.8,-0.2,-2.4,0.99018198,-57780,2.15123691,0.8,-0.2,-0.4,-0.74208678,-0.4,0.8,1.2,0.03243062,0,0.8,0.8,0.08568788,-13573,2.08483114,0.6,-1,-0.4,-0.32056808,-1,1,0.4,-0.86526141,1.2,0.4,0.8,1.27762424,-59788,2.68714342,0.4,0.2,-0.4,-0.59887272,-0.8,0.2,-0.2,-0.83080625,1,0.4,-2.8,-0.00020218,-49127,3.59684616,0.6,0,-0.2,-0.54664336,-0.8,0.8,-0.4,-0.98768064,0.4,0.6,1,0.56128117,-51828,0.36631987,1
4.66E-06,1.33E-05,1.49E-05,1.19E-06,3.23E-06,8.88E-05,1.84E-05,2.34E-06,2.40E-06,3.87E-05,0.000302387,4.36E-07,0.000819938,0.000946891,-69.6,-34.2,61,98.66509008,84.2,-11.6,37.8,93.02171789,92.8,-21.2,28.8,99.45209902,242647,64.76223294,-0.2,0.2,0.4,0.31975725,0.6,-0.6,0.2,0.70063803,-1.4,-0.2,2.4,-0.53112046,39840,1.21939783,0,0.2,-0.6,-0.43922791,0.2,-0.6,0.2,0.33887337,-1,-0.2,1.6,-0.4098858,-22921,1.18172687,0.6,-0.2,0,-0.3525273,0.2,0.2,0,0.15639113,0.4,-0.4,0,0.45906152,-17940,3.37063474,0.6,0,0,-0.42232953,0.2,0.2,1.4,0.73306865,-1.4,0.6,3.2,-0.44543258,26267,3.30422897,0.4,-0.8,0,-0.00081083,-0.4,0.4,0.6,-0.16462338,-0.2,0.2,3.2,0.74650378,-19948,3.90654125,0.2,0.4,0,-0.27911547,-0.2,-0.4,0,-0.13016822,-0.4,0.2,-0.4,-0.53132264,-9287,4.81624399,1
4.44E-06,1.20E-05,1.47E-05,1.14E-06,3.10E-06,9.33E-05,1.81E-05,2.31E-06,2.22E-06,3.54E-05,0.000262099,4.68E-07,0.000834371,0.001044947,-69.8,-34.2,60.8,98.68292659,84,-11.4,38.2,92.97956765,91.8,-20.4,32.2,99.39939638,218496,63.80942376,0.2,0,0.2,-0.01783651,0.2,-0.2,-0.4,0.04215024,1,-0.8,-3.4,0.05270264,24151,0.95280918,0,0.2,0.6,0.30192074,0.8,-0.8,-0.2,0.74278827,-0.4,-1,-1,-0.47841782,63991,2.17220701,0.2,0.2,-0.4,-0.45706442,0.4,-0.8,-0.2,0.38102361,0,-1,-1.8,-0.35718316,1230,2.13453605,0.8,-0.2,0.2,-0.37036381,0.4,0,-0.4,0.19854137,1.4,-1.2,-3.4,0.51176416,6211,4.32344392,0.8,0,0.2,-0.44016604,0.4,0,1,0.77521889,-0.4,-0.2,-0.2,-0.39272994,50418,4.25703815,0.6,-0.8,0.2,-0.01864734,-0.2,0.2,0.2,-0.12247314,0.8,-0.6,-0.2,0.79920642,4203,4.85935043,1
4.17E-06,1.14E-05,1.48E-05,1.09E-06,2.92E-06,0.000104002,1.77E-05,2.27E-06,2.21E-06,3.30E-05,0.000227975,5.87E-07,0.000844242,0.001136477,-68.8,-34.6,60.8,98.11849978,84.4,-11.4,38,93.25942312,91.6,-20.6,30.8,98.81072816,233351,64.69244284,-1,0.4,0,0.56442681,-0.4,0,0.2,-0.27985547,0.2,0.2,1.4,0.58866822,-14855,-0.88301908,-0.8,0.4,0.2,0.5465903,-0.2,-0.2,-0.2,-0.23770523,1.2,-0.6,-2,0.64137086,9296,0.0697901,-1,0.6,0.6,0.86634755,0.4,-0.8,0,0.4629328,-0.2,-0.8,0.4,0.1102504,49136,1.28918793,-0.8,0.6,-0.4,0.10736239,0,-0.8,0,0.10116814,0.2,-0.8,-0.4,0.23148506,-13625,1.25151697,-0.2,0.2,0.2,0.194063,0,0,-0.2,-0.0813141,1.6,-1,-2,1.10043238,-8644,3.44042484,-0.2,0.4,0.2,0.12426077,0,0,1.2,0.49536342,-0.2,0,1.2,0.19593828,35563,3.37401907,1
4.02E-06,1.12E-05,1.51E-05,1.01E-06,2.77E-06,0.000131002,1.74E-05,2.22E-06,2.13E-06,3.17E-05,0.000190519,6.57E-07,0.000841586,0.001216311,-69.2,-34.4,61,98.45303449,84.4,-11.8,38.2,93.39079184,92.4,-21.6,30,99.52045016,234682,64.04421161,0.4,-0.2,-0.2,-0.33453471,0,0.4,-0.2,-0.13136872,-0.8,1,0.8,-0.709722,-1331,0.64823123,-0.6,0.2,-0.2,0.2298921,-0.4,0.4,0,-0.41122419,-0.6,1.2,2.2,-0.12105378,-16186,-0.23478785,-0.4,0.2,0,0.21205559,-0.2,0.2,-0.4,-0.36907395,0.4,0.4,-1.2,-0.06835114,7965,0.71802133,-0.6,0.4,0.4,0.53181284,0.4,-0.4,-0.2,0.33156408,-1,0.2,1.2,-0.5994716,47805,1.93741916,-0.4,0.4,-0.6,-0.22717232,0,-0.4,-0.2,-0.03020058,-0.6,0.2,0.4,-0.47823694,-14956,1.8997482,0.2,0,0,-0.14047171,0,0.4,-0.4,-0.21268282,0.8,0,-1.2,0.39071038,-9975,4.08865607,1
4.07E-06,1.12E-05,1.57E-05,1.03E-06,2.76E-06,0.000146723,1.71E-05,2.31E-06,2.05E-06,2.86E-05,0.000147806,6.59E-07,0.000841969,0.001292806,-69.8,-34,60.8,98.61379214,84.4,-11.4,38,93.25942312,91.4,-21,31.2,98.8352164,257585,65.02024717,0.6,-0.4,0.2,-0.16075765,0,-0.4,0.2,0.13136872,1,-0.6,-1.2,0.68523376,-22903,-0.97603556,1,-0.6,0,-0.49529236,0,0,0,0,0.2,0.4,-0.4,-0.02448824,-24234,-0.32780433,0,-0.2,0,0.06913445,-0.4,0,0.2,-0.27985547,0.4,0.6,1,0.56417998,-39089,-1.21082341,0.2,-0.2,0.2,0.05129794,-0.2,-0.2,-0.2,-0.23770523,1.4,-0.2,-2.4,0.61688262,-14938,-0.25801423,0,0,0.6,0.37105519,0.4,-0.8,0,0.4629328,0,-0.4,0,0.08576216,24902,0.9613836,0.2,0,-0.4,-0.38792997,0,-0.8,0,0.10116814,0.4,-0.4,-0.8,0.20699682,-37859,0.92371264,1
4.25E-06,1.12E-05,1.73E-05,1.12E-06,2.80E-06,0.00015918,1.66E-05,2.45E-06,1.74E-06,2.47E-05,0.000103482,6.64E-07,0.000831261,0.001365372,-69.8,-33.8,61,98.66853602,84.4,-11.8,37.6,93.14698063,93.4,-21.8,28.8,100.1411005,293344,65.32663977,0,-0.2,-0.2,-0.05474388,0,0.4,0.4,0.11244249,-2,0.8,2.4,-1.3058841,-35759,-0.3063926,0.6,-0.6,0,-0.21550153,0,0,0.6,0.24381121,-1,0.2,1.2,-0.62065034,-58662,-1.28242816,1,-0.8,-0.2,-0.55003624,0,0.4,0.4,0.11244249,-1.8,1.2,2,-1.33037234,-59993,-0.63419693,0,-0.4,-0.2,0.01439057,-0.4,0.4,0.6,-0.16741298,-1.6,1.4,3.4,-0.74170412,-74848,-1.51721601,0.2,-0.4,0,-0.00344594,-0.2,0.2,0.2,-0.12526274,-0.6,0.6,0,-0.68900148,-50697,-0.56440683,0,-0.2,0.4,0.31631131,0.4,-0.4,0.4,0.57537529,-2,0.4,2.4,-1.22012194,-10857,0.654991,1
4.69E-06,1.14E-05,1.93E-05,1.14E-06,2.89E-06,0.000208479,1.64E-05,2.58E-06,1.74E-06,2.23E-05,8.42E-05,6.57E-07,0.000900239,0.001446211,-69.6,-34.2,60.4,98.29526947,85,-11,38.2,93.83624033,91.8,-21,31,99.14252367,255455,63.90682427,-0.2,0.4,0.6,0.37326655,-0.6,-0.8,-0.6,-0.6892597,1.6,-0.8,-2.2,0.99857683,37889,1.4198155,-0.2,0.2,0.4,0.31852267,-0.6,-0.4,-0.2,-0.57681721,-0.4,0,0.2,-0.30730727,2130,1.1134229,0.4,-0.2,0.6,0.15776502,-0.6,-0.8,0,-0.44544849,0.6,-0.6,-1,0.37792649,-20773,0.13738734,0.8,-0.4,0.4,-0.17676969,-0.6,-0.4,-0.2,-0.57681721,-0.2,0.4,-0.2,-0.33179551,-22104,0.78561857,-0.2,0,0.4,0.38765712,-1,-0.4,0,-0.85667268,0,0.6,1.2,0.25687271,-36959,-0.09740051,0,0,0.6,0.36982061,-0.8,-0.6,-0.4,-0.81452244,1,-0.2,-2.2,0.30957535,-12808,0.85540867,1
5.57E-06,1.18E-05,2.02E-05,1.14E-06,2.79E-06,0.000239632,1.66E-05,2.59E-06,1.73E-06,2.38E-05,6.86E-05,6.55E-07,0.000916555,0.001510554,-69.4,-34.6,60.4,98.29384518,84.8,-11.8,38,93.67112682,92.2,-21.2,31.2,99.61786988,229879,64.03376535,-0.2,0.4,0,0.00142429,0.2,0.8,0.2,0.16511351,-0.4,0.2,-0.2,-0.47534621,25576,-0.12694108,-0.4,0.8,0.6,0.37469084,-0.4,0,-0.4,-0.52414619,1.2,-0.6,-2.4,0.52323062,63465,1.29287442,-0.4,0.6,0.4,0.31994696,-0.4,0.4,0,-0.4117037,-0.8,0.2,0,-0.78265348,27706,0.98648182,0.2,0.2,0.6,0.15918931,-0.4,0,0.2,-0.28033498,0.2,-0.4,-1.2,-0.09741972,4803,0.01044626,0.6,0,0.4,-0.1753454,-0.4,0.4,0,-0.4117037,-0.6,0.6,-0.4,-0.80714172,3472,0.65867749,-0.4,0.4,0.4,0.38908141,-0.8,0.4,0.2,-0.69155917,-0.4,0.8,1,-0.2184735,-11383,-0.22434159,1
5.84E-06,1.24E-05,2.08E-05,1.10E-06,2.79E-06,0.000308053,1.53E-05,2.79E-06,1.72E-06,2.89E-05,6.35E-05,6.84E-07,0.000931762,0.001548962,-69.4,-34,61.4,98.70319144,84,-11.8,38.2,93.0294577,92.4,-21.8,29.6,99.44425574,247987,65.34426823,0,-0.6,-1,-0.40934626,0.8,0,-0.2,0.64166912,-0.2,0.6,1.6,0.17361414,-18108,-1.31050288,-0.2,-0.2,-1,-0.40792197,1,0.8,0,0.80678263,-0.6,0.8,1.4,-0.30173207,7468,-1.43744396,-0.4,0.2,-0.4,-0.03465542,0.4,0,-0.6,0.11752293,1,0,-0.8,0.69684476,45357,-0.01762846,-0.4,0,-0.6,-0.0893993,0.4,0.4,-0.2,0.22996542,-1,0.8,1.6,-0.60903934,9598,-0.32402106,0.2,-0.4,-0.4,-0.25015695,0.4,0,0,0.36133414,0,0.2,0.4,0.07619442,-13305,-1.30005662,0.6,-0.6,-0.6,-0.58469166,0.4,0.4,-0.2,0.22996542,-0.8,1.2,1.2,-0.63352758,-14636,-0.65182539,1
0,0,0,0,0,0,0,0,1.67E-06,3.27E-05,5.20E-05,7.01E-07,0.001011362,0.001565657,-69.8,-33.8,62,99.28987864,84.4,-10.6,38.8,93.49417094,91.4,-21.2,31.8,99.06886494,234819,64.58713483,0.4,-0.2,-0.6,-0.5866872,-0.4,-1.2,-0.6,-0.46471324,1,-0.6,-2.2,0.3753908,13168,0.7571334,0.4,-0.8,-1.6,-0.99603346,0.4,-1.2,-0.8,0.17695588,0.8,0,-0.6,0.54900494,-4940,-0.55336948,0.2,-0.4,-1.6,-0.99460917,0.6,-0.4,-0.6,0.34206939,0.4,0.2,-0.8,0.07365873,20636,-0.68031056,0,0,-1,-0.62134262,0,-1.2,-1.2,-0.34719031,2,-0.6,-3,1.07223556,58525,0.73950494,0,-0.2,-1.2,-0.6760865,0,-0.8,-0.8,-0.23474782,0,0.2,-0.6,-0.23364854,22766,0.43311234,0.6,-0.6,-1,-0.83684415,0,-1.2,-0.6,-0.1033791,1,-0.4,-1.8,0.45158522,-137,-0.54292322,1
