,0
0,0.01890462131749681
1,0.009540148216127437
2,0.039320102819181205
3,0.004726723278221015
4,0.016826186057618642
5,0.010164909238500209
6,0.003949445814548342
7,0.005347473803082713
8,0.0205279051755183
9,0.02059251453159968
10,0.017650000052663616
11,0.0035471384675377256
12,0.03202889516406692
13,0.061791517161870965
14,0.003818317585440207
15,0.007677426181314678
16,0.010263391880866574
17,0.0
18,0.010876862543289382
19,0.009744621164449824
20,0.0
21,0.004487106914324596
22,0.0027717164982627796
23,0.004086243205821212
24,0.0
25,0.005726122200314284
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.002885089944645227
36,0.0
37,0.0
38,0.0
39,0.0
40,0.004762253235075982
41,0.0023379200890025825
42,0.002783018869413697
43,0.0
44,0.0025126983693987107
45,0.002770531876705244
46,0.0
47,0.0
48,0.0
49,0.002388791446704542
50,0.0
51,0.0038450998814655276
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.002910966115097646
60,0.0
61,0.004450631370282525
62,0.0
63,0.003866094694493379
64,0.005257365881870104
65,0.0067714699653423265
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.007429641386323657
74,0.0
75,0.0
76,0.006084018088968294
77,0.0046861150360211325
78,0.0
79,0.0037540774100449184
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.003459073415160176
87,0.004258798644529747
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0064540397646778505
99,0.0
100,0.0029506526178087462
101,0.0
102,0.0
103,0.004516837070134337
104,0.0
105,0.002763467606597114
106,0.004330929537447964
107,0.0018439767301528832
108,0.006883880572443634
109,0.0
110,0.026805101214799787
111,0.011114213688346867
112,0.014956554022410987
113,0.01285886739158507
114,0.015177552284610266
115,0.03084715728087229
116,0.03566256541516894
117,0.014122230494114055
118,0.011733161680731501
119,0.006402718763266389
120,0.0
121,0.013718201680179804
122,0.016418857092257915
123,0.0
124,0.029319362446693132
125,0.01319027205015616
126,0.008331928971304779
127,0.0308244207412801
128,0.014270890815174816
129,0.02458461639518111
130,0.029879944082527775
131,0.006150012768235605
132,0.006209331783685326
133,0.004631530094377843
134,0.0
135,0.007516241970992345
136,0.009318533555668241
137,0.010956601954127756
138,0.002496152017240881
139,0.006429139147302724
140,0.011504668477887569
141,0.00816315781476183
142,0.020170356182230165
143,0.006532929045550755
144,0.011148162962696492
145,0.004770520016825469
146,0.0
147,0.013095943573510304
148,0.003422599900680664
149,0.0
150,0.06443862633035323
151,0.006072622079007839
152,0.005427424922278147
