,0
0,0.03004780563009695
1,0.012062240899180796
2,0.029351683375918352
3,0.0
4,0.01075377115351934
5,0.012676238858166818
6,0.013342135169411223
7,0.0
8,0.003977647746871244
9,0.021604635041677533
10,0.017574878832668988
11,0.014296500962210107
12,0.038807313540797875
13,0.07007047679553782
14,0.0030447508964916484
15,0.0
16,0.009854212406570603
17,0.0
18,0.004469407363453302
19,0.0033694284154438927
20,0.008585207132787103
21,0.007410216911666784
22,0.0
23,0.014412339989189333
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.005134292396959692
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.008979738395407885
64,0.0020815869081755927
65,0.003200191040110678
66,0.0
67,0.0025734651237622596
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.008718767671864174
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.010309541924531668
80,0.004625574903770543
81,0.0
82,0.004886872963493228
83,0.0
84,0.0
85,0.003779665023548045
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0017949296403114118
92,0.002526836860567459
93,0.003694992058732522
94,0.0
95,0.0
96,0.0
97,0.003055528774687648
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0004594580361414767
103,0.0
104,0.0
105,0.004957877215201478
106,0.0
107,0.003214019008453284
108,0.002560660798054989
109,0.007955253917923889
110,0.0066694371806246405
111,0.013306208893749871
112,0.0
113,0.01689599247205282
114,0.015020389873913593
115,0.032822062889924696
116,0.0353263847720518
117,0.017115019624988393
118,0.012939486579522014
119,0.0
120,0.01695004862086275
121,0.010823137914428994
122,0.03737853990800124
123,0.008721371599448219
124,0.03546136014126181
125,0.018831052640154156
126,0.003160636395832142
127,0.0031432184427191935
128,0.012736298567502358
129,0.0010828612166534793
130,0.02211944922137895
131,0.008399800817592467
132,0.006700915027186613
133,0.012191645331847922
134,0.012370596466198642
135,0.018487455038134246
136,0.025451822733686104
137,0.024170717522591614
138,0.004097041509713927
139,0.013878882728667214
140,0.023076346335779065
141,0.0
142,0.0026125840873409633
143,0.022134871819799846
144,0.0
145,0.0
146,0.015269344635709997
147,0.018991112514316722
148,0.02115547207663997
149,0.0
150,0.021938837269808352
151,0.011108336453342757
152,0.007241116893214823
