,0
0,0.02736996552446003
1,0.03903878651543481
2,0.046801169425431485
3,0.016656472949593784
4,0.02807809046142643
5,0.05880002551519004
6,0.025608597905153997
7,0.021044319297728938
8,0.014325861316095412
9,0.03823376285528835
10,0.025718418510648225
11,0.02593935170079077
12,0.028574140134196967
13,0.037471422497478035
14,0.01004130810308147
15,0.007756009580248579
16,0.011363882541204406
17,0.007169197024627399
18,0.007769010442932298
19,0.017582965701682746
20,0.007640421359290792
21,0.007829124833024073
22,0.0043220194810123895
23,0.00798517486234005
24,0.006750715604131621
25,0.00792511548762755
26,0.007449740635940121
27,0.01592597066506726
28,0.0016214078433229556
29,0.005113065652873879
30,0.003148273038425704
31,0.00855788808301615
32,0.0022615708594265357
33,0.0021833107836271223
34,0.0018699241824928839
35,0.003952757469668743
36,0.002315013404301976
37,0.0012697286842700325
38,0.001606242749798928
39,0.005527550611766034
40,0.005336424661708964
41,0.007300571282460821
42,0.0028558674605403764
43,0.0017883467654001334
44,0.004150940326115872
45,0.008889626907148989
46,0.0031841922365538657
47,0.0010050706784962445
48,0.0027159058692198925
49,0.006182636151985777
50,0.0030433878696622977
51,0.004146112695527556
52,0.00379538136477125
53,0.00426024159339398
54,0.0055631397384826855
55,0.007404336733294842
56,0.003017212532557872
57,0.0031511805709003404
58,0.006879580046737559
59,0.015957909382455872
60,0.004237135001145206
61,0.004603211337241432
62,0.003561011183828352
63,0.005212139931961689
64,0.004425683566627323
65,0.002532403789525786
66,0.002816982616334407
67,0.01376575635517852
68,0.007960968482015053
69,0.00624781498134514
70,0.0035779501868248263
71,0.004023648038853895
72,0.005424907320442343
73,0.007675228015642689
74,0.0029510114048026644
75,0.0024478198525773277
76,0.0030688321390057445
77,0.006231957181753115
78,0.0019842048970139916
79,0.005479194854177099
80,0.00234615274057423
81,0.011583206675891721
82,0.008431807226402547
83,0.010890346923539318
84,0.003356415151327784
85,0.002663620811942794
86,0.006852340968776623
87,0.009325187525159215
88,0.01221898075344776
89,0.002256912443026537
90,0.007272985586482004
91,0.00974960167216702
92,0.0033377131360628463
93,0.004672495461927939
94,0.0035598139283269737
95,0.009952572383284676
96,0.0067522418345909805
97,0.007489726513654874
98,0.004714181695260763
99,0.003788488460857484
100,0.005664996093091892
101,0.0025939980834834148
102,0.004713417129595997
103,0.0031648427079444593
104,0.005205836814550848
105,0.007510289107544684
106,0.0021887372947825856
107,0.007599061454896354
108,0.004931196152955598
109,0.009823710392904117
110,0.005074938512652192
111,0.010860484065063007
