abnormal_x_arm,abnormal_y_arm,abnormal_z_arm,abnormal_norm_arm,abnormal_x_neck,abnormal_y_neck,abnormal_z_neck,abnormal_norm_neck,abnormal_x_waist,abnormal_y_waist,abnormal_z_waist,abnormal_norm_waist,abnormal_PWR,abnormal_HR,x_mean_arm,y_mean_arm,z_mean_arm,norm_arm,x_mean_neck,y_mean_neck,z_mean_neck,norm_neck,x_mean_waist,y_mean_waist,z_mean_waist,norm_waist,PWR,HR,x_mean_arm_1,y_mean_arm_1,z_mean_arm_1,norm_arm_1,x_mean_neck_1,y_mean_neck_1,z_mean_neck_1,norm_neck_1,x_mean_neck_1.1,y_mean_neck_1.1,z_mean_neck_1.1,norm_neck_1.1,PWR_1,HR_1,x_mean_arm_2,y_mean_arm_2,z_mean_arm_2,norm_arm_2,x_mean_neck_2,y_mean_neck_2,z_mean_neck_2,norm_neck_2,x_mean_neck_2.1,y_mean_neck_2.1,z_mean_neck_2.1,norm_neck_2.1,PWR_2,HR_2,x_mean_arm_3,y_mean_arm_3,z_mean_arm_3,norm_arm_3,x_mean_neck_3,y_mean_neck_3,z_mean_neck_3,norm_neck_3,x_mean_neck_3.1,y_mean_neck_3.1,z_mean_neck_3.1,norm_neck_3.1,PWR_3,HR_3,x_mean_arm_4,y_mean_arm_4,z_mean_arm_4,norm_arm_4,x_mean_neck_4,y_mean_neck_4,z_mean_neck_4,norm_neck_4,x_mean_neck_4.1,y_mean_neck_4.1,z_mean_neck_4.1,norm_neck_4.1,PWR_4,HR_4,x_mean_arm_5,y_mean_arm_5,z_mean_arm_5,norm_arm_5,x_mean_neck_5,y_mean_neck_5,z_mean_neck_5,norm_neck_5,x_mean_neck_5.1,y_mean_neck_5.1,z_mean_neck_5.1,norm_neck_5.1,PWR_5,HR_5,x_mean_arm_6,y_mean_arm_6,z_mean_arm_6,norm_arm_6,x_mean_neck_6,y_mean_neck_6,z_mean_neck_6,norm_neck_6,x_mean_neck_6.1,y_mean_neck_6.1,z_mean_neck_6.1,norm_neck_6.1,PWR_6,HR_6,x_mean_arm_4v,x_mean_arm_8v,x_mean_arm_12v,x_mean_arm_16v,x_mean_arm_20v,y_mean_arm_4v,y_mean_arm_8v,y_mean_arm_12v,y_mean_arm_16v,y_mean_arm_20v,z_mean_arm_4v,z_mean_arm_8v,z_mean_arm_12v,z_mean_arm_16v,z_mean_arm_20v,norm_arm_4v,norm_arm_8v,norm_arm_12v,norm_arm_16v,norm_arm_20v,x_mean_neck_4v,x_mean_neck_8v,x_mean_neck_12v,x_mean_neck_16v,x_mean_neck_20v,y_mean_neck_4v,y_mean_neck_8v,y_mean_neck_12v,y_mean_neck_16v,y_mean_neck_20v,z_mean_neck_4v,z_mean_neck_8v,z_mean_neck_12v,z_mean_neck_16v,z_mean_neck_20v,norm_neck_4v,norm_neck_8v,norm_neck_12v,norm_neck_16v,norm_neck_20v,x_mean_waist_4v,x_mean_waist_8v,x_mean_waist_12v,x_mean_waist_16v,x_mean_waist_20v,y_mean_waist_4v,y_mean_waist_8v,y_mean_waist_12v,y_mean_waist_16v,y_mean_waist_20v,z_mean_waist_4v,z_mean_waist_8v,z_mean_waist_12v,z_mean_waist_16v,z_mean_waist_20v,norm_waist_4v,norm_waist_8v,norm_waist_12v,norm_waist_16v,norm_waist_20v,PWR_4v,PWR_8v,PWR_12v,PWR_16v,PWR_20v,label,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.2,-46.6,21.6,100.3422144,72.6,-11.6,56.2,92.54058569,100,-12,-27,104.2736784,576800,73.69030712,1.8,-2.2,1,-0.2644446,1,-1.8,-1.2,0.31155483,-2,2,1,-2.3913934,-226952,-1.89063625,2.6,-3.2,2.4,-0.117467,2,-1.2,-3.4,-0.25385858,-1,-1,0,-0.8377079,-84150,-0.42322314,-0.6,0.2,0.4,0.5101529,2.2,-2.6,-5.6,-1.12373823,-2,0,1,-2.1756863,561144,-2.94625292,-0.4,1.6,0.8,-0.2107009,3.8,-1,-6.4,-0.47669483,0,0,2,-0.4998859,355121,-5.35785541,-1,2.2,1.6,0.2233861,3,-2.2,-3.8,0.47317673,-1,2,-2,-0.6300582,863099,-0.17396799,-0.2,0.8,0.8,-0.0209305,2.4,-2.2,-3.6,0.09957839,-2,1,-3,-1.1960378,550588,-3.7159772,0.066666667,0.079285714,0.076060606,0.0825,0.111473684,0.146666667,0.168571429,0.243333333,0.25,0.265263158,0.506666667,0.66,0.541515152,0.458,0.387368421,0.061585067,0.047868205,0.07587746,0.084331575,0.071365617,0.436666667,0.616428571,0.592727273,0.608,0.566315789,1.12,0.993571429,0.825151515,0.6385,0.632,2.6,1.76,1.595151515,1.297166667,1.200421053,0.123651118,0.132706531,0.143851126,0.189736265,0.170783314,0.333333333,0.214285714,0.386363636,0.529166667,0.568421053,0.333333333,0.696428571,0.931818182,0.829166667,0.765789474,1.333333333,0.696428571,0.628787879,0.595833333,0.723684211,0.473793975,0.251829741,0.421639559,0.603925417,0.607860934,6577208274,3781494626,6347929927,6630298532,5766370304,0,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.6,-46,20.6,100.1994012,72.2,-11.6,57.6,93.08684118,98,-11,-28,102.5134138,537117,74.79728441,0.4,-0.6,1,0.1428132,0.4,0,-1.4,-0.54625549,2,-1,1,1.7602646,39683,-1.10697729,2.2,-2.8,2,-0.1216314,1.4,-1.8,-2.6,-0.23470066,0,1,2,-0.6311288,-187269,-2.99761354,3,-3.8,3.4,0.0253462,2.4,-1.2,-4.8,-0.80011407,1,-2,1,0.9225567,-44467,-1.53020043,-0.2,-0.4,1.4,0.6529661,2.6,-2.6,-7,-1.66999372,0,-1,2,-0.4154217,600827,-4.05323021,0,1,1.8,-0.0678877,4.2,-1,-7.8,-1.02295032,2,-1,3,1.2603787,394804,-6.4648327,-0.6,1.6,2.6,0.3661993,3.4,-2.2,-5.2,-0.07307876,1,1,-1,1.1302064,902782,-1.28094528,0.063333333,0.085,0.072727273,0.099833333,0.107368421,0.146666667,0.24,0.261818182,0.259833333,0.270631579,0.08,0.317142857,0.231515152,0.2545,0.212210526,0.069913471,0.062007948,0.086196341,0.086243184,0.072438201,0.36,0.616428571,0.502727273,0.511333333,0.507263158,0.676666667,0.64,0.546363636,0.506,0.471052632,1,0.913571429,0.956060606,0.8425,0.726210526,0.060305578,0.133637356,0.117674563,0.176526908,0.170289308,0.25,0.125,0.386363636,0.529166667,0.555263158,0.916666667,0.785714286,1.060606061,0.829166667,0.765789474,0.916666667,0.553571429,0.568181818,0.5625,0.778947368,0.454035095,0.220914786,0.507900561,0.641120267,0.604427072,773496748.3,762203006,4504120814,5418888930,4743202461,0,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.4,-45.2,22,99.959992,72.4,-12,56.4,92.55657729,99,-12,-28,103.5808863,384156,81.40190198,-0.2,-0.8,-1.4,0.2394092,-0.2,0.4,1.2,0.53026389,-1,1,0,-1.0674725,152961,-6.60461757,0.2,-1.4,-0.4,0.3822224,0.2,0.4,-0.2,-0.0159916,1,0,1,0.6927921,192644,-7.71159486,2,-3.6,0.6,0.1177778,1.2,-1.4,-1.4,0.29556323,-1,2,2,-1.6986013,-34308,-9.60223111,2.8,-4.6,2,0.2647554,2.2,-0.8,-3.6,-0.26985018,0,-1,1,-0.1449158,108494,-8.134818,-0.4,-1.2,0,0.8923753,2.4,-2.2,-5.8,-1.13972983,-1,0,2,-1.4828942,753788,-10.65784778,-0.2,0.2,0.4,0.1715215,4,-0.6,-6.6,-0.49268643,1,0,3,0.1929062,547765,-13.06945027,0.116666667,0.088571429,0.102727273,0.133166667,0.111157895,0.09,0.228571429,0.256969697,0.305166667,0.252631579,0.33,0.294285714,0.231515152,0.24,0.223578947,0.075405778,0.063495732,0.09667916,0.081150169,0.068511671,0.303333333,0.502857143,0.524545455,0.41,0.426421053,0.33,0.365,0.337878788,0.343833333,0.365789474,0.836666667,0.570714286,0.650606061,0.602,0.524105263,0.089492367,0.173799873,0.237137168,0.177513133,0.170279463,0.25,0.214285714,0.424242424,0.529166667,0.642105263,0.916666667,0.857142857,0.992424242,0.8625,0.726315789,0.25,0.553571429,0.424242424,0.65,0.681578947,0.27084227,0.204015385,0.496911244,0.594083796,0.670075032,886302056.3,1031290628,4538566535,5882163966,4816302579,0,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.8,-45.6,22.2,100.5307913,73.6,-14,54,92.35236868,99,-12,-26,103.058236,360180,78.37167873,0.4,0.4,-0.2,-0.5707993,-1.2,2,2.4,0.20420861,0,0,-2,0.5226503,23976,3.03022325,0.2,-0.4,-1.6,-0.3313901,-1.4,2.4,3.6,0.7344725,-1,1,-2,-0.5448222,176937,-3.57439432,0.6,-1,-0.6,-0.1885769,-1,2.4,2.2,0.18821701,1,0,-1,1.2154424,216620,-4.68137161,2.4,-3.2,0.4,-0.4530215,0,0.6,1,0.49977184,-1,2,0,-1.175951,-10332,-6.57200786,3.2,-4.2,1.8,-0.3060439,1,1.2,-1.2,-0.06564157,0,-1,-1,0.3777345,132470,-5.10459475,0,-0.8,-0.2,0.321576,1.2,-0.2,-3.4,-0.93552122,-1,0,0,-0.9602439,777764,-7.62762453,0.116666667,0.068571429,0.083333333,0.114666667,0.151578947,0.24,0.331428571,0.300606061,0.305166667,0.299368421,0.333333333,0.279285714,0.231515152,0.234,0.232736842,0.041885544,0.075585314,0.097786917,0.077531383,0.080516927,0.653333333,0.502857143,0.526060606,0.426666667,0.426421053,0.33,0.32,0.326060606,0.371833333,0.359894737,0.986666667,0.496428571,0.636363636,0.607333333,0.546842105,0.126038157,0.17392578,0.230214872,0.178200107,0.173815421,0.25,0.410714286,0.424242424,0.65,0.660526316,0.333333333,1.267857143,0.992424242,0.8625,0.736842105,0.333333333,0.5,0.515151515,0.65,0.673684211,0.306262025,0.497836944,0.543079939,0.697765136,0.688675253,1106197302,5968332342,7143179761,5826623557,4812240079,0,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.2,-46,21.6,100.0649789,73.2,-12.8,54.8,92.3315764,98,-11,-26,101.9852931,385431,76.06645756,-0.6,0.4,0.6,0.4658124,0.4,-1.2,-0.8,0.02079228,1,-1,0,1.0729429,-25251,2.30522117,-0.2,0.8,0.4,-0.1049869,-0.8,0.8,1.6,0.22500089,1,-1,-2,1.5955932,-1275,5.33544442,-0.4,0,-1,0.1344223,-1,1.2,2.8,0.75526478,0,0,-2,0.5281207,151686,-1.26917315,0,-0.6,0,0.2772355,-0.6,1.2,1.4,0.20900929,2,-1,-1,2.2883853,191369,-2.37615044,1.8,-2.8,1,0.0127909,0.4,-0.6,0.2,0.52056412,0,1,0,-0.1030081,-35583,-4.26678669,2.6,-3.8,2.4,0.1597685,1.4,0,-2,-0.04484929,1,-2,-1,1.4506774,107219,-2.79937358,0.116666667,0.085,0.088181818,0.115833333,0.153578947,0.186666667,0.307857143,0.300606061,0.303333333,0.313263158,0.226666667,0.107857143,0.231515152,0.176,0.186421053,0.047464412,0.090867741,0.09554084,0.076947445,0.079444041,0.866666667,0.570714286,0.505151515,0.489166667,0.418526316,0.596666667,0.416428571,0.301515152,0.394,0.346947368,1.08,0.888571429,0.633636364,0.64,0.556210526,0.185982627,0.172981062,0.223628661,0.191577337,0.169687377,0,0.410714286,0.628787879,0.65,0.642105263,0.916666667,1.267857143,0.992424242,0.8625,0.736842105,0.25,0.410714286,0.446969697,0.629166667,0.660526316,0.040399186,0.428116601,0.694273296,0.675182434,0.662244761,1407945686,6793742385,7151597723,5852564906,5088365983,0,,,,,,,,,,,,,,,
0.150014324,0.020550127,0.155444712,4.32E-05,0.000126428,0.003484211,0.000461723,3.90E-06,8.16E-05,0.03231199,0.025511957,1.21E-05,0.501548803,0.000477851,-86.4,-46,22.2,100.3683217,72.4,-13,55.2,91.96629817,99,-10,-27,103.1018914,326048,73.87691547,0.2,0,-0.6,-0.3033428,0.8,0.2,-0.4,0.36527823,-1,-1,1,-1.1165983,59383,2.18954209,-0.4,0.4,0,0.1624696,1.2,-1,-1.2,0.38607051,0,-2,1,-0.0436554,34132,4.49476326,0,0.8,-0.2,-0.4083297,0,1,1.2,0.59027912,0,-2,-1,0.4789949,58108,7.52498651,-0.2,0,-1.6,-0.1689205,-0.2,1.4,2.4,1.12054301,-1,-1,-1,-0.5884776,211069,0.92036894,0.2,-0.6,-0.6,-0.0261073,0.2,1.4,1,0.57428752,1,-2,0,1.171787,250752,-0.18660835,2,-2.8,0.4,-0.2905519,1.2,-0.4,-0.2,0.88584235,-1,0,1,-1.2196064,23800,-2.0772446,0.133333333,0.085,0.112727273,0.115833333,0.152736842,0.386666667,0.34,0.313636364,0.311833333,0.316210526,0.12,0.054285714,0.221515152,0.176,0.187263158,0.071619682,0.104205611,0.09824929,0.07773339,0.079963548,0.596666667,0.376428571,0.344242424,0.4025,0.364105263,0.49,0.354285714,0.345151515,0.378,0.353263158,1.05,0.873571429,0.694242424,0.595833333,0.578,0.037492099,0.11707605,0.182259355,0.178917225,0.147618882,0,0.5,0.636363636,0.65,0.660526316,0.916666667,1.267857143,0.878787879,0.783333333,0.736842105,0.333333333,0.5,0.515151515,0.795833333,0.673684211,0.041294747,0.603483949,0.736330534,0.667813627,0.701843751,630730202,6523500439,6685318501,5672923066,5223776361,0,,,,,,,,,,,,,,,
0.145802342,0.02013654,0.160401772,4.26E-05,0.000124315,0.003466307,0.000453702,4.02E-06,7.94E-05,0.031905177,0.025339693,1.26E-05,0.501506149,0.000514546,-86,-45.4,23,99.93077604,72.6,-12.8,56.2,92.69865155,99,-10,-26,102.8445429,391524,71.44828124,-0.4,-0.6,-0.8,0.43754566,-0.2,-0.2,-1,-0.73235338,0,0,-1,0.2573485,-65476,2.42863423,-0.2,-0.6,-1.4,0.13420286,0.6,0,-1.4,-0.36707515,-1,-1,0,-0.8592498,-6093,4.61817632,-0.8,-0.2,-0.8,0.60001526,1,-1.2,-2.2,-0.34628287,0,-2,0,0.2136931,-31344,6.92339749,-0.4,0.2,-1,0.02921596,-0.2,0.8,0.2,-0.14207426,0,-2,-2,0.7363434,-7368,9.95362074,-0.6,-0.6,-2.4,0.26862516,-0.4,1.2,1.4,0.38818963,-1,-1,-2,-0.3311291,145593,3.34900317,-0.2,-1.2,-1.4,0.41143836,0,1.2,0,-0.15806586,1,-2,-1,1.4291355,185276,2.24202588,0.063333333,0.111428571,0.147878788,0.115833333,0.158315789,0.436666667,0.359285714,0.387878788,0.301166667,0.309473684,0.116666667,0.136428571,0.206969697,0.189166667,0.181052632,0.026970089,0.118655657,0.089196712,0.071437454,0.07684382,0.33,0.274285714,0.185151515,0.306666667,0.313578947,0.24,0.228571429,0.275151515,0.344,0.326736842,0.12,0.388571429,0.337878788,0.351333333,0.396210526,0.22880208,0.265834149,0.186573237,0.178855897,0.159525863,0.25,0.553571429,0.636363636,0.7625,0.673684211,0.916666667,1.071428571,0.878787879,0.695833333,0.681578947,0.666666667,0.410714286,0.75,0.783333333,0.673684211,0.163698144,0.661225231,0.73513283,0.793032398,0.732021609,1497774328,6542309471,7466815335,5794465126,5347439959,0,,,,,,,,,,,,,,,
0.141768293,0.019679888,0.165630858,4.16E-05,0.000124663,0.003449625,0.000451479,4.11E-06,7.60E-05,0.031260804,0.025102164,1.22E-05,0.501563524,0.000563973,-86.8,-45,22.4,100.3045363,74.2,-14,53.8,92.71504732,99,-11,-27,103.2036821,398256,77.45987914,0.8,-0.4,0.6,-0.37376026,-1.6,1.2,2.4,-0.01639577,0,1,1,-0.3591392,-6732,-6.0115979,0.4,-1,-0.2,0.0637854,-1.8,1,1.4,-0.74874915,0,1,0,-0.1017907,-72208,-3.58296367,0.6,-1,-0.8,-0.2395574,-1,1.2,1,-0.38347092,-1,0,1,-1.218389,-12825,-1.39342158,0,-0.6,-0.2,0.226255,-0.6,0,0.2,-0.36267864,0,-1,1,-0.1454461,-38076,0.91179959,0.4,-0.2,-0.4,-0.3445443,-1.8,2,2.6,-0.15847003,0,-1,-1,0.3772042,-14100,3.94202284,0.2,-1,-1.8,-0.1051351,-2,2.4,3.8,0.37179386,-1,0,-1,-0.6902683,138861,-2.66259473,0.036666667,0.08,0.11969697,0.161166667,0.140947368,0.533333333,0.354285714,0.323333333,0.308666667,0.264736842,0.036666667,0.16,0.203636364,0.2105,0.187263158,0.098510978,0.12850969,0.091729343,0.093039766,0.082478263,0.28,0.271428571,0.229090909,0.301166667,0.330947368,0.25,0.222142857,0.344242424,0.346666667,0.336315789,0.036666667,0.362857143,0.36969697,0.3945,0.385157895,0.229091287,0.269057976,0.196022688,0.184498614,0.166896443,0.666666667,0.553571429,0.810606061,0.783333333,0.673684211,1.583333333,1.125,0.931818182,0.783333333,0.681578947,0.666666667,0.571428571,0.787878788,0.783333333,0.673684211,0.681565968,0.717757153,0.867686495,0.811006643,0.732021609,11810313708,10300593146,7502852937,5839406250,5388041751,2,,,,,,,,,,,,,,,
0.137938361,0.0192346,0.171068246,4.09E-05,0.000126673,0.003440424,0.000458089,4.15E-06,7.29E-05,0.031323119,0.024803696,1.23E-05,0.502000065,0.00060962,-86.6,-45.2,23.2,100.4033864,74,-14.4,54.4,92.96623043,99,-12,-27,103.3150521,409211,72.40054384,-0.2,0.2,-0.8,-0.0988501,0.2,0.4,-0.6,-0.25118311,0,1,0,-0.11137,-10955,5.0593353,0.6,-0.2,-0.2,-0.47261036,-1.4,1.6,1.8,-0.26757888,0,2,1,-0.4705092,-17687,-0.9522626,0.2,-0.8,-1,-0.0350647,-1.6,1.4,0.8,-0.99993226,0,2,0,-0.2131607,-83163,1.47637163,0.4,-0.8,-1.6,-0.3384075,-0.8,1.6,0.4,-0.63465403,-1,1,1,-1.329759,-23780,3.66591372,-0.2,-0.4,-1,0.1274049,-0.4,0.4,-0.4,-0.61386175,0,0,1,-0.2568161,-49031,5.97113489,0.2,0,-1.2,-0.4433944,-1.6,2.4,2,-0.40965314,0,0,-1,0.2658342,-25055,9.00135814,0.066666667,0.08,0.109090909,0.148666667,0.132631579,0.49,0.297142857,0.275151515,0.282666667,0.241157895,0.01,0.251428571,0.173333333,0.185166667,0.169578947,0.164342764,0.128694541,0.091936172,0.090755648,0.080917325,0.33,0.273571429,0.366969697,0.308666667,0.382736842,0.36,0.217142857,0.374242424,0.319833333,0.305157895,0.666666667,0.359285714,0.456969697,0.424,0.471052632,0.216680497,0.267929747,0.210425691,0.177361428,0.161978439,0.916666667,0.839285714,0.818181818,0.783333333,0.681578947,1.666666667,1.071428571,0.878787879,0.729166667,0.831578947,0.666666667,0.571428571,0.787878788,0.783333333,0.681578947,0.953208184,0.986455217,0.853477642,0.803638827,0.724188056,14387637998,10395599326,7546275336,6163565647,5679602253,2,,,,,,,,,,,,,,,
0.134275472,0.018808244,0.176726655,4.01E-05,0.00012977,0.00341897,0.000470412,4.16E-06,7.07E-05,0.030716532,0.024443006,1.25E-05,0.502208442,0.000680282,-86.2,-46.4,23,100.5604296,74.2,-13.4,54.6,93.09328655,99,-12,-26,103.058236,351597,74.15849594,-0.4,1.2,0.2,-0.1570432,-0.2,-1,-0.2,-0.12705612,0,0,-1,0.2568161,57614,-1.7579521,-0.6,1.4,-0.6,-0.2558933,0,-0.6,-0.8,-0.37823923,0,1,-1,0.1454461,46659,3.3013832,0.2,1,0,-0.62965356,-1.6,0.6,1.6,-0.394635,0,2,0,-0.2136931,39927,-2.7102147,-0.2,0.4,-0.8,-0.1921079,-1.8,0.4,0.6,-1.12698838,0,2,-1,0.0436554,-25549,-0.28158047,0,0.4,-1.4,-0.4954507,-1,0.6,0.2,-0.76171015,-1,1,0,-1.0729429,33834,1.90796162,-0.6,0.8,-0.8,-0.0296383,-0.6,-0.6,-0.6,-0.74091787,0,0,0,0,8583,4.21318279,0.063333333,0.111428571,0.112424242,0.149166667,0.136421053,0.4,0.273571429,0.27969697,0.28,0.236947368,0,0.227857143,0.163636364,0.185166667,0.237789474,0.171219681,0.122569415,0.08498765,0.083686766,0.073725247,0.28,0.273571429,0.385454545,0.341333333,0.379368421,0.33,0.328571429,0.379090909,0.347833333,0.305157895,0.613333333,0.454285714,0.443636364,0.474,0.504842105,0.088949632,0.244354765,0.208948306,0.165535995,0.15274952,1,0.785714286,0.818181818,0.795833333,0.684210526,2,0.982142857,0.810606061,0.729166667,0.786842105,0.666666667,0.571428571,0.992424242,0.783333333,0.681578947,1.274330239,1.001460058,0.838367062,0.84326153,0.738166203,14590114448,9931314396,7549705560,6475210187,5941693051,2,,,,,,,,,,,,,,,
0.130797002,0.018421039,0.182619049,3.97E-05,0.000134775,0.0033953,0.000484561,4.17E-06,6.73E-05,0.029486892,0.024074139,1.31E-05,0.501581341,0.000822149,-86.6,-46,22.8,100.6747237,73,-13.4,54.4,92.02130188,98,-10,-28,102.4109369,327237,81.03797148,0.4,-0.4,0.2,-0.1142941,1.2,0,0.2,1.07198467,1,-2,2,0.6472991,24360,-6.87947554,0,0.8,0.4,-0.2713373,1,-1,0,0.94492855,1,-2,1,0.9041152,81974,-8.63742764,-0.2,1,-0.4,-0.3701874,1.2,-0.6,-0.6,0.69374544,1,-1,1,0.7927452,71019,-3.57809234,0.6,0.6,0.2,-0.74394766,-0.4,0.6,1.8,0.67734967,1,0,2,0.433606,64287,-9.58969024,0.2,0,-0.6,-0.306402,-0.6,0.4,0.8,-0.05500371,1,0,1,0.6909545,-1189,-7.16105601,0.4,0,-1.2,-0.6097448,0.2,0.6,0.4,0.31027452,0,-1,2,-0.4256438,58194,-4.97151392,0.09,0.136428571,0.100606061,0.137166667,0.127473684,0.4,0.382142857,0.278787879,0.283833333,0.250526316,0.16,0.214285714,0.198787879,0.185166667,0.285789474,0.129971539,0.092695253,0.065086192,0.066237483,0.062880074,0.25,0.134285714,0.328181818,0.330666667,0.382736842,0.293333333,0.328571429,0.392727273,0.357333333,0.304315789,0.76,0.439285714,0.443636364,0.477333333,0.512,0.381172534,0.19462873,0.179518033,0.156252753,0.142354353,1,0.839285714,0.96969697,0.795833333,0.684210526,1.583333333,0.982142857,0.696969697,0.666666667,0.765789474,0.25,0.839285714,0.818181818,0.666666667,0.576315789,1.316886874,1.00084463,1.023730439,0.870207733,0.74990715,12932882286,10416010720,7321627366,6461231839,5823903072,2,,,,,,,,,,,,,,,
0.127501545,0.018044794,0.188718442,3.94E-05,0.000139849,0.003352696,0.000494582,4.16E-06,6.65E-05,0.028289265,0.023809838,1.32E-05,0.503602167,0.001036676,-86.4,-44.8,22.8,99.95919167,73.6,-13.4,54.8,92.7338126,100,-13,-27,104.3934864,568875,83.05042582,-0.2,-1.2,0,0.71553203,-0.6,0,-0.4,-0.71251072,-2,3,-1,-1.9825495,-241638,-2.01245434,0.2,-1.6,0.2,0.60123793,0.6,0,-0.2,0.35947395,-1,1,1,-1.3352504,-217278,-8.89192988,-0.2,-0.4,0.4,0.44419473,0.4,-1,-0.4,0.23241783,-1,1,0,-1.0784343,-159664,-10.64988198,-0.4,-0.2,-0.4,0.34534463,0.6,-0.6,-1,-0.01876528,-1,2,0,-1.1898043,-170619,-5.59054668,0.4,-0.6,0.2,-0.02841563,-1,0.6,1.4,-0.03516105,-1,3,1,-1.5489435,-177351,-11.60214458,0,-1.2,-0.6,0.40913003,-1.2,0.4,0.4,-0.76751443,-1,3,0,-1.291595,-242827,-9.17351035,0.09,0.125714286,0.16969697,0.132666667,0.142736842,0.186666667,0.193571429,0.224242424,0.187833333,0.212210526,0.17,0.199285714,0.213333333,0.186666667,0.405894737,0.177400145,0.086266529,0.08420342,0.0695097,0.075786458,0.186666667,0.205714286,0.328181818,0.356666667,0.396210526,0.226666667,0.433571429,0.403333333,0.376,0.307789474,0.57,0.439285714,0.500606061,0.458,0.506947368,0.393796013,0.206685799,0.187678164,0.165101107,0.146890287,0.25,0.839285714,0.818181818,0.666666667,0.568421053,0.666666667,0.571428571,0.446969697,0.383333333,0.576315789,0.666666667,0.857142857,0.818181818,0.666666667,0.576315789,0.559859757,0.818749518,0.784995509,0.683622623,0.575795137,12169590595,6503977389,4410725363,4035822601,3830277792,2,,,,,,,,,,,,,,,
0.12433803,0.017644929,0.19490807,3.91E-05,0.000142484,0.003322114,0.000498249,4.17E-06,6.48E-05,0.02640435,0.023613094,1.34E-05,0.507291868,0.001237073,-86,-45.4,22.8,99.8849338,74.2,-14.6,53,92.34608817,98,-11,-27,102.2448043,314148,78.2479359,-0.4,0.6,0,0.07425787,-0.6,1.2,1.8,0.38772443,2,-2,0,2.1486821,254727,4.80248992,-0.6,-0.6,0,0.7897899,-1.2,1.2,1.4,-0.32478629,0,1,-1,0.1661326,13089,2.79003558,-0.2,-1,0.2,0.6754958,0,1.2,1.6,0.74719838,1,-1,1,0.8134317,37449,-4.08943996,-0.6,0.2,0.4,0.5184526,-0.2,0.2,1.4,0.62014226,1,-1,0,1.0702478,95063,-5.84739206,-0.8,0.4,-0.4,0.4196025,0,0.6,0.8,0.36895915,1,0,0,0.9588778,84108,-0.78805676,0,0,0.2,0.04584224,-1.6,1.8,3.2,0.35256338,1,1,1,0.5997386,77376,-6.79965466,0.12,0.134285714,0.16969697,0.141333333,0.145157895,0.036666667,0.136428571,0.192424242,0.173333333,0.207473684,0.25,0.199285714,0.202424242,0.186666667,0.406210526,0.132555238,0.074018001,0.077173872,0.067015479,0.072609639,0.226666667,0.434285714,0.330606061,0.4185,0.410421053,0.12,0.405,0.320909091,0.311833333,0.277473684,0.17,0.431428571,0.385454545,0.455833333,0.461473684,0.358039427,0.237482975,0.179650588,0.158566668,0.139892599,0.666666667,0.839285714,0.810606061,0.666666667,0.568421053,0.666666667,0.571428571,0.446969697,0.666666667,0.621052632,0.666666667,0.857142857,0.818181818,0.6625,0.568421053,0.944799238,0.818749518,0.801301894,0.684770046,0.580748979,9198453308,5675674483,4446009959,4211130473,4825767514,2,,,,,,,,,,,,,,,
0.121289666,0.017265803,0.200896915,3.89E-05,0.00014334,0.003301604,0.000498681,4.09E-06,6.43E-05,0.025502305,0.023407119,1.34E-05,0.511552229,0.0013759,-86.4,-46.2,22.8,100.5944332,74,-13.6,53.8,92.49540529,98,-10,-26,101.882285,344297,69.49759373,0.4,0.8,0,-0.7094994,0.2,-1,-0.8,-0.14931712,0,-1,-1,0.3625193,-30149,8.75034217,0,1.4,0,-0.63524153,-0.4,0.2,1,0.23840731,2,-3,-1,2.5112014,224578,13.55283209,-0.2,0.2,0,0.0802905,-1,0.2,0.6,-0.47410341,0,0,-2,0.5286519,-17060,11.54037775,0.2,-0.2,0.2,-0.0340036,0.2,0.2,0.8,0.59788126,1,-2,0,1.175951,7300,4.66090221,-0.2,1,0.4,-0.1910468,0,-0.8,0.6,0.47082514,1,-2,-1,1.4327671,64914,2.90295011,-0.4,1.2,-0.4,-0.2898969,0.2,-0.4,0,0.21964203,1,-1,-1,1.3213971,53959,7.96228541,0.17,0.134285714,0.158787879,0.135833333,0.136736842,0.036666667,0.199285714,0.213333333,0.183833333,0.250421053,0.25,0.18,0.219090909,0.289166667,0.445789474,0.111879032,0.05783666,0.062331331,0.054084332,0.063484825,0.223333333,0.477142857,0.384242424,0.424,0.426421053,0.436666667,0.42,0.367272727,0.314,0.279894737,0.44,0.4,0.442424242,0.468666667,0.442526316,0.365861238,0.266157058,0.179383717,0.157366591,0.1557408,0.666666667,0.857142857,0.810606061,0.666666667,0.568421053,0.25,0.410714286,0.446969697,0.595833333,0.589473684,0.666666667,1.125,0.818181818,0.6625,0.568421053,0.922291193,0.762629291,0.801301894,0.675799353,0.569315645,6602676808,5578039963,4806988641,4567270390,4762804068,2,,,,,,,,,,,,,,,
