,0
0,0.03955331014810008
1,0.041977704991430706
2,0.03807526299562133
3,0.017452211662066154
4,0.019850733692151856
5,0.05607416922992035
6,0.023908581558524173
7,0.019524065656421678
8,0.016414987402952223
9,0.03184185328898504
10,0.03012585993933398
11,0.0180570474854825
12,0.029856462270878615
13,0.0402663588129841
14,0.012231618499642409
15,0.00863384678302988
16,0.011977073636237802
17,0.007449862078345563
18,0.007650052419203333
19,0.011345683433832245
20,0.00978683314358883
21,0.009344408952460389
22,0.005799103230958443
23,0.010442215833275887
24,0.00859530156436614
25,0.008252597177149537
26,0.009187449630014171
27,0.017799306219052506
28,0.002664323344789775
29,0.004641695650452968
30,0.003773515921783486
31,0.006970318726755883
32,0.0023946494013692933
33,0.0032529127000383387
34,0.002177945645686727
35,0.005037214298527213
36,0.0018328112151101573
37,0.002417751122183676
38,0.003216881651023029
39,0.004934003851759701
40,0.006986450811084256
41,0.006987339851428864
42,0.0027407502238091983
43,0.002654313161848434
44,0.0048669057081143705
45,0.007661035561458802
46,0.0029699359837515073
47,0.0030792282802895366
48,0.002541597328456943
49,0.005746284596002647
50,0.0025416713064267777
51,0.0037790368944651148
52,0.0026799669783513793
53,0.006068847831769469
54,0.007756114499052292
55,0.007148685053836769
56,0.002990632645228806
57,0.003404062247698175
58,0.004860669875748656
59,0.008482237241416401
60,0.003426927817554856
61,0.004704398028606398
62,0.004095737950282263
63,0.006211593664804949
64,0.002138092791172778
65,0.00603366120885741
66,0.003491025234543402
67,0.009105398142519093
68,0.006818382944911881
69,0.008207249571163547
70,0.0032998789862786616
71,0.00501987018901654
72,0.0035265479183784073
73,0.007438664479629705
74,0.003672556447040511
75,0.00419686725471704
76,0.0039473932640336565
77,0.0072087773276467895
78,0.0027315196526320326
79,0.005334449085243101
80,0.005298039112657944
81,0.007216096656777604
82,0.008244027593417191
83,0.010126794364146305
84,0.004155343740817127
85,0.00372161563488673
86,0.004168677345148694
87,0.007610391139629001
88,0.0036550213385574013
89,0.003760454823794212
90,0.005610720592968217
91,0.009227832795159725
92,0.0029530716034072966
93,0.005501418075704453
94,0.0060228897239227135
95,0.0074541274957875365
96,0.008024529975644254
97,0.009548886367637037
98,0.003318052972638213
99,0.0038709322199712913
100,0.0066676232624761946
101,0.0066464997546826655
102,0.005275472324094548
103,0.0034503169106831232
104,0.005928267874564679
105,0.007085318671489027
106,0.0023542791018287107
107,0.008305577827753896
108,0.008359944816254789
109,0.008435520316360334
110,0.0077043012889764385
111,0.008955210973400969
