,0
0,0.0493082163778249
1,0.036437002178257745
2,0.06395396866340626
3,0.02124655098367023
4,0.036511745089781604
5,0.03755998892765299
6,0.021112590027566384
7,0.01886676569134184
8,0.01808921691790029
9,0.029465785898886973
10,0.018891534005974653
11,0.027147171726376283
12,0.05049402215801899
13,0.0532164508148436
14,0.0066636919717097225
15,0.0
16,0.006762575998486275
17,0.011129646206573333
18,0.002936394847161602
19,0.001901841684733885
20,0.0021264799425237315
21,0.004014322698205848
22,0.005845808097458205
23,0.0020673368897407584
24,0.004608560047456534
25,0.010669138471386237
26,0.008677093599081559
27,0.009934008147012875
28,0.0028674677691930385
29,0.007474232996824375
30,0.0010933663531054003
31,0.006792037187457627
32,0.00202924633113461
33,0.004785772130024088
34,0.009333884307123811
35,0.0013963786300907662
36,0.0
37,0.008398462763148285
38,0.002136531283843245
39,0.003965320042101182
40,0.007333919948269041
41,0.0015236192849485488
42,0.0014567978297110077
43,0.0030298143629477804
44,0.0022547064827164514
45,0.007188912525671987
46,0.003125433248545387
47,0.0014391354431169472
48,0.0028726137618943375
49,0.004368975962226815
50,0.011268065485913227
51,0.0038973254000265055
52,0.003841311978298682
53,0.007841940660869464
54,0.0055608468372900875
55,0.006917236623860622
56,0.0010327447138043
57,0.0
58,0.005563775565318995
59,0.011175961211402791
60,0.0009938504098197566
61,0.0008175592006694184
62,0.0010044487800408303
63,0.004254455127774492
64,0.001564993269641659
65,0.005116607975315428
66,0.0026475608187083322
67,0.011245148177001181
68,0.003749209966250373
69,0.0049512425939072366
70,0.000972052789329267
71,0.0010802394853919504
72,0.0
73,0.010833127811473076
74,0.006486843281851077
75,0.0032468502308170577
76,0.004058895328163003
77,0.005985395628277995
78,0.001317748402609011
79,0.004985025924009146
80,0.0019873773389509964
81,0.007740408863923558
82,0.0033671340915057235
83,0.012554945584759227
84,0.004006363957104568
85,0.006743410703269882
86,0.006443856238743603
87,0.015136856856920877
88,0.013080598482404726
89,0.0022130200723894187
90,0.0060309773726552485
91,0.006583235589993566
92,0.0007575435932456228
93,0.003279448064394115
94,0.004343399430731743
95,0.0028060811271122476
96,0.006681645510878438
97,0.015008391371007608
98,0.002950062903542995
99,0.0
100,0.007044628327738144
101,0.003751558363074079
102,0.013611616212249296
103,0.003571990589741011
104,0.016553937679627238
105,0.002674402890144619
106,0.002540807350244439
107,0.0026049636231760126
108,0.028288826543544084
109,0.008653414393823366
110,0.0021716595223626772
111,0.009902436965777894
